	Japanese	English	Japanese Example	English Sentence	speaking score	listening score
5390	ふたご	twins	ともだち に <b>ふたご</b> が うまれた よ	My friend gave birth to twins.	0	0
5391	はだか	naked body, bareness	かれら は <b>はだか</b> の つきあい を して いる よ	They have an open relationship with each other.	0	0
5392	そせん	ancestor, forefather	いぬ も ねこ も <b>そせん</b> は おなじ どうぶつ らしい よ	I hear that the ancestor of dogs and cats is the same animal.	0	0
5393	ほうしゅう	remuneration, reward	その しごと の <b>ほうしゅう</b> と して 20 まんえん もらいました	I was remunerated 200,000 yen for this work.	0	0
5394	むじゃき	innocence, simplicity	こどもたち が <b>むじゃき</b> に あそんで いる ね	The kids are playing so innocently.	0	0
5395	ろうそく	candle	ばーすでーけーき に <b>ろうそく</b> を たてました	We put candles on the birthday cake.	0	0
5396	たまねぎ	onion	わたし は <b>たまねぎ</b> が きらい です 。	I hate onions.	0	0
5397	てんのう	emperor	にっぽん に は <b>てんのう</b> が います	Japan has an emperor.	0	0
5398	ふろば	bathroom	わたし は <b>ふろば</b> で は を みがきます	I brush my teeth in the bathroom.	0	0
5399	はん	squad, group	<b>はん</b> の めんばー は 5 にん です	There are five members in the group.	0	0
5400	めしあがる	eat, drink	どうぞ <b>めしあがって</b> ください	Please begin eating.	0	0
5401	わがまま	selfishness, willfulness	こども の <b>わがまま</b> を しかった の	I yelled at my kid for being selfish.	0	0
5402	てつがく	philosophy	<b>てつがく</b> は きょうみぶかい がくもん です	Philosophy is an interesting field of study.	0	0
5403	つな	rope, line	この <b>つな</b> は ちょっけい 20 せんち ある そう です	I hear the diameter of the rope is 20cm.	0	0
5404	なわ	rope, cord	えだ を <b>なわ</b> で しばった よ	I bound the branch with the rope.	0	0
5405	ぬう	sew, stitch	かのじょ は こども の すかーと を <b>ぬった</b> ん だ	She made a child's skirt.	0	0
5406	にじ	rainbow	あめ が あがって うつくしい <b>にじ</b> が でた ね 。	The rain stopped and a beautiful rainbow came out.	0	0
5407	つゆあけ	end of the rainy season	<b>つゆあけ</b> は らいしゅう だ そう です	I heard that the rainy season will be over next week.	0	0
5408	つゆいり	start of the rainy season	<b>つゆいり</b> は 6 がつ 17 にち でした	The rainy season started on June 17.	0	0
5409	らん	column, field	お なまえ は うえ の <b>らん</b> に お かき ください	Please write your name in the top box.	0	0
5410	せんぬき	bottle opener, corkscrew	<b>せんぬき</b> は どこ です か	Where's the bottle opener?	0	0
5411	とうげ	mountain pass, ridge	この <b>とうげ</b> を こえる と むら が あります	There's a village if you go over this mountain pass.	0	0
5412	ばからしい	stupid, useless	ちいさ な こと に くよくよ する の は <b>ばからしい</b> よ	It's stupid to worry about such a small thing.	0	0
5413	ばあさん	grandmother, old lady	かのじょ は げんき な お<b>ばあさん</b> ね	She's a sprightly old lady.	0	0
5414	つけもの	pickle, pickled vegetable	そぼ は <b>つけもの</b> を じぶん で つくります	My grandmother makes her own pickles.	0	0
5415	つぶす	crush, smash	ぺっとぼとる は <b>つぶして</b> すてましょう	You should crush plastic bottles before throwing them away.	0	0
5416	つぶれる	crush	はこ の かど が <b>つぶれて</b> います よ	The corner of the box is squashed.	0	0
5417	なぜか	for some reason	きょう は <b>なぜか</b> からだ が だるい	I feel heavy today for some reason.	0	0
5418	ねんが	New Year's card	<b>ねんが</b>はがき が うりだされた ね	New Year's greeting cards are now on sale.	0	0
5419	にぎわう	bustle, enliven	ここ は しょうがつ は たくさん の ひと で <b>にぎわいます</b>	It's lively here with a lot of people at New Years.	0	0
5420	へび	snake, serpent	<b>へび</b> が かえる を つかまえた の	The snake captured the frog.	0	0
5421	はなやか	gorgeous, colorful	かのじょ は <b>はなやか</b> な じょせい です ね	She's a gorgeous woman.	0	0
5422	はさむ	trap	どあ に ゆび を <b>はさんだ</b>	I trapped my finger in the door.	0	0
5423	にわかに	rapidly	そら が <b>にわかに</b> くらく なった な	The sky darkened rapidly.	0	0
5424	ちかう	vow, swear	ふたり は いっしょう を ともに する こと を <b>ちかった</b> の	The couple swore to be together for a lifetime.	0	0
5425	なぐさめる	console, comfort	ゆうじん が <b>なぐさめて くれました</b>	My friend consoled me.	0	0
5426	ほがらか	cheerful, bright	かれ は とても <b>ほがらか</b> な ひと です	He's a very cheerful person.	0	0
5427	ちょうちょう	butterfly	みて 、 きれい な <b>ちょうちょう</b> が とん でいる 。	Look, there's a beautiful butterfly flying.	0	0
5428	はと	pigeon, dove	こうえん の <b>はと</b> に えさ を やった の	I fed the pigeons in the park.	0	0
5429	ぴたりと	suddenly	かぜ が <b>ぴたりと</b> やんだ ね	The wind suddenly died down.	0	0
5430	ものすごい	tremendous	ゆうがた、 <b>ものすごい</b> あめ が ふった ね	There was a tremendous downpour earlier this evening.	0	0
5431	のど	the throat	かぜ を ひいて <b>のど</b> が いたい です	I caught a cold and have a sore throat.	0	0
5432	つば	saliva, spittle	かれ は じめん に <b>つば</b> を はいた よ	He spat on the ground.	0	0
5433	ほえる	bark, bay	どこか で いぬ が <b>ほえて います</b> ね	A dog is barking somewhere.	0	0
5434	ぴょんと	jump	こども が みずたまり を <b>ぴょんと</b> とびこえた ね	The child jumped over the puddle.	0	0
5435	つるす	hang	き に ぶらんこ を <b>つるしました</b>	I hung a swing up on the tree.	0	0
5436	みそ	miso, soybean paste	きゅうり に <b>みそ</b> を つけて たべた ん だ	I spread miso on the cucumber and ate it.	0	0
5437	ふさがる	close up	きずぐち は もう <b>ふさがりました</b>	The wound has already clotted.	0	0
5438	ふさぐ	close, shut	あまりに うるさかった の で みみ を <b>ふさいだ</b> わ	I blocked my ears as it was too noisy.	0	0
5439	なでる	stroke, pat	ねこ の あたま を <b>なでて あげた</b>	I patted the cat's head.	0	0
5440	ひきょう	cowardice, meanness	かれら は <b>ひきょう</b> な ほうほう で しょうり した の	They won by playing dirty.	0	0
5441	ひらりと	lightly, delicately	さくら の はなびら が <b>ひらりと</b> まいおちた な	The cherry blossom petals softly fluttered down.	0	0
5442	ためいき	sigh	はは は <b>ためいき</b> を ついた の	My mother sighed.	0	0
5443	たまる	accumulate, store up	かれ は すとれす が <b>たまって いる</b> の	He's under a lot of stress.	0	0
5444	ためる	store, collect	おふろ に みず を <b>ためて おいて</b> ください	Please draw the water for the bath.	0	0
5445	はるか	far, distant	<b>はるか</b> むこう に もくてきち が みえて きた	Far in the distance, our destination came into view.	0	0
5446	もうじき	soon	かれ は <b>もうじき</b> ちちおや に なります	Soon he'lll become a father.	0	0
5447	めいりょう	clear, plain	かれ は はなしかた が <b>めいりょう</b> ね	The way he talks is very clear.	0	0
5448	まゆ	eyebrow	かれ は <b>まゆ</b> が こい ね	He has thick eyebrows.	0	0
5449	まゆげ	eyebrows	かのじょ の <b>まゆげ</b> は ふとい な	She has thick eyebrows.	0	0
5450	やたらに	frequently, persistently	かれ は <b>やたらに</b> はなしかけて きた	He persistently tried to talk to me.	0	0
5451	わりばし	disposable chopsticks	かのじょ は <b>わりばし</b> を つかわず じぶん の はし を つかう の	She uses her own chopsticks rather than disposable ones.	0	0
5452	たんぱくしつ	protein	<b>たんぱくしつ</b> は たいせつ な えいよう です	Protein is an important nutrient.	0	0
5453	ちょうだい	getting, receiving	それ ひとつ <b>ちょうだい</b>	I'll have one of those.	0	0
5454	はつもうで	first shrine visit of the new year	ちかく の じんじゃ に <b>はつもうで</b> に いきました	We paid a new year's visit to the nearby Shinto shrine.	0	0
5455	わびる	apologize	かれ は かのじょ に こころ から <b>わびた</b> ん だ	He apologized sincerely to her.	0	0
5456	ほお	cheek	かのじょ は <b>ほお</b> を あかく そめた わ	Her cheeks flushed pink.	0	0
5457	もち	rice cake	しょうがつ に は <b>もち</b> を たべます よ	We eat rice cakes during the New Year.	0	0
5458	だます	deceive, cheat	ひと を <b>だまして</b> は いけません	You shouldn't cheat people.	0	0
5459	びんせん	letter paper, stationery	ともだち に てがみ を かこう と <b>びんせん</b> を かった ん だ	I bought writing paper as I intended to write a letter to my friend.	0	0
5460	いとこ	cousin	<b>いとこ</b> と わたし は おなじ とし です	My cousin and I are the same age.	0	0
5461	ひなまつり	Doll Festival	3 がつ 3 か は <b>ひなまつり</b> です	March 3rd is the Doll Festival.	0	0
5462	まわり・まわり	vicinity, whereabouts	せんせい の <b>まわり</b> に あつまって ください 。	Gather around me now.	0	0
5463	ご	five	<b>ご</b>にん で りょこう に いきました	Five of us went on a trip.	0	1
5464	むっつ	six (things)	むすこ は <b>むっつ</b> に なりました	My son turned six.	0	1
5465	ろく	six	かれ に は こども が <b>ろく</b>にん います	He has six children.	0	1
5466	ななつ	seven (things)	この こ は ことし <b>ななつ</b> に なります	Our kid's turning seven this year.	0	1
5467	やっつ	eight (things)	あの いえ に は とけい が <b>やっつ</b> あります	There are eight clocks in that house.	0	1
5468	ここのつ	nine (things)	むすめ は あす <b>ここのつ</b> に なります	My daughter's turning nine tomorrow.	0	1
5469	じゅう	ten	その こ は ゆび で <b>じゅう</b> かぞえました	The child counted to ten on her fingers.	0	1
5470	ひゃく	hundred	わたし の そぼ は <b>ひゃく</b>さい です	My grandmother is 100 years old.	0	1
5471	ひとつ	one (thing)	それ を <b>ひとつ</b> ください	Please give me one of those.	0	1
5472	まん	ten thousand	この くつ は いち<b>まん</b>えん です	These shoes are ten thousand yen.	0	1
5473	えん	yen@circle	かれーらいす は ななひゃく<b>えん</b> です@そこ に おおき な <b>えん</b> を かいて	The curry and rice is 700 yen.@Draw a big circle there.	0	1
5474	とき	time	<b>とき</b> の たつ の は はやい	Time passes by quickly.	0	1
