	Kanji	English	Example Sentence	Example Sentence Reading	English Sentence	writing score	Reading	reading score
5651	筆者	writer	<b>筆者</b>の趣旨を考えてください。	<b>ひっしゃ</b> の しゅし を かんがえて ください	Please consider the author's point.	0	ひっしゃ	0
5652	筆記試験	written examination	その会社の<b>筆記試験</b>は難しかったよ。	その かいしゃ の <b>ひっきしけん</b> は むずかしかった よ	That company's written examination was difficult.	0	ひっきしけん	0
5653	ほうき	broom	<b>ほうき</b>で庭を掃除しました。	<b>ほうき</b> で にわ を そうじ しました 。	I swept the yard with a broom.	0	ほうき	0
5654	筆記用具	"writing materials, pens and pencils"	今日は<b>筆記用具</b>を忘れました。	きょう は <b>ひっきようぐ</b> を わすれました	I forgot my writing materials today.	0	ひっきようぐ	0
5655	筆	"writing brush, penmanship"	彼は<b>筆</b>で手紙を書いたの。	かれ は <b>ふで</b> で てがみ を かいた の	He wrote the letter with a brush.	0	ふで	0
5656	笛	"flute, whistle"	彼は<b>笛</b>を吹くのが上手いね。	かれ は <b>ふえ</b> を ふく の が うまい ね	He's good at playing the flute.	0	ふえ	0
5657	名簿	"registry, name list"	これが参加者の<b>名簿</b>です。	これ が さんかしゃ の <b>めいぼ</b> です	This is a list of the participants.	0	めいぼ	0
5658	分裂	"division, split"	会社が二つの派閥に<b>分裂</b>しているんだ。	かいしゃ が ふたつ の はばつ に <b>ぶんれつ</b> して いる ん だ	The company has been divided into two factions.	0	ぶんれつ	0
5659	ポスター	poster	電柱に<b>ポスター</b>が貼ってあった。	でんちゅう に <b>ぽすたー</b> が はって あった	There was a poster pasted to the telegraph pole.	0	ポスター	0
5660	布	cloth	この<b>布</b>はカーテンに使えます。	この <b>ぬの</b> は かーてん に つかえます	This cloth can be used for curtains.	0	ぬの	0
5661	包丁	"kitchen knife, carving knife"	<b>包丁</b>で指を切った。	<b>ほうちょう</b> で ゆび を きった	I cut my finger with a kitchen knife.	0	ほうちょう	0
5662	包帯	"bandage, dressing"	彼女は手に<b>包帯</b>を巻いていたんだ。	かのじょ は て に <b>ほうたい</b> を まいて いた ん だ	Her hand was wrapped in a bandage.	0	ほうたい	0
5663	包み	"package, parcel"	この<b>包み</b>は誰のですか。	この <b>つつみ</b> は だれ の です か	Whose parcel is this?	0	つつみ	0
5664	包み紙	wrapping paper	<b>包み紙</b>はたたんでください。	<b>つつみがみ</b> は たたんで ください	Please fold the wrapping paper.	0	つつみがみ	0
5665	ほどく	"undo, unfasten"	靴のひもを<b>ほどいた</b>の。	くつ の ひも を <b>ほどいた</b> の	I unlaced my shoes.	0	ほどく	0
5666	文句	complaint	彼女はいつも<b>文句</b>ばかり言う。	かのじょ は いつも <b>もんく</b> ばかり いう	She always does nothing but complain.	0	もんく	0
5667	中旬	middle ten days of a month	来月<b>中旬</b>にフランスへ行きます。	らいげつ <b>ちゅうじゅん</b> に ふらんす へ いきます 。	I'll go to France in the middle of next month.	0	ちゅうじゅん	0
5668	平凡	"common, ordinary"	彼はごく<b>平凡</b>な人です。	かれ は ごく <b>へいぼん</b> な ひと です	He's a very ordinary person.	0	へいぼん	0
5669	通帳	"bankbook, passbook"	銀行の<b>通帳</b>を持ってきてください。	ぎんこう の <b>つうちょう</b> を もって きて ください	Please bring your bank book.	0	つうちょう	0
5670	妊娠	"pregnancy, conception"	彼女が<b>妊娠</b>したそうです。	かのじょ が <b>にんしん</b> した そう です	I hear that she's pregnant.	0	にんしん	0
5671	ほほ	cheek	彼女は真っ赤な<b>ほほ</b>をしているね。	かのじょ は まっか な <b>ほほ</b> を している ね 。	Her cheeks are flushed.	0	ほほ	0
5672	同姓	same surname	日本では夫婦<b>同姓</b>が一般的よ。	にっぽん で は ふうふ <b>どうせい</b> が いっぱんてき よ	It's common in Japan for a married couple to have the same family name.	0	どうせい	0
5673	嫁	"bride, daughter-in-law"	姉が<b>嫁</b>に行ったの。	あね が <b>よめ</b> に いった の	My big sister got married.	0	よめ	0
5674	花嫁	bride	<b>花嫁</b>が父親と一緒に入ってきましたね。	<b>はなよめ</b> が ちちおや と いっしょ に はいって きました ね	The bride entered with her father.	0	はなよめ	0
5675	花婿	bridegroom	<b>花婿</b>と花嫁が並んで登場したんだ。	<b>はなむこ</b> と はなよめ が ならんで とうじょう した ん だ	The bride and bridegroom appeared side by side.	0	はなむこ	0
5676	幼児	"young child, infant"	<b>幼児</b>は入場無料です。	<b>ようじ</b> は にゅうじょう むりょう です	Small children are admitted free of charge.	0	ようじ	0
5677	ほほえむ	smile	彼女は私に<b>ほほえんだ</b>よ。	かのじょ は わたし に <b>ほほえんだ</b> よ	She smiled at me.	0	ほほえむ	0
5678	眠たい	sleepy	まだ8時なのに、もう<b>眠たい</b>です。	まだ 8 じ な の に もう <b>ねむたい</b> です	I'm already sleepy even though it is only eight o'clock.	0	ねむたい	0
5679	眠り	"sleep, slumber"	彼女はいつもより早く<b>眠り</b>に着いたよ。	かのじょ は いつも より はやく <b>ねむり</b> に ついた よ	She fell asleep quicker than usual.	0	ねむり	0
5680	眺める	"look out, gaze"	猫が窓から外を<b>眺めて</b>いるよ。	ねこ が まど から そと を <b>ながめて</b> いる よ	The cat is at the window staring outside.	0	ながめる	0
5681	眺め	"view, prospect"	ここからの<b>眺め</b>は最高です。	ここ からの <b>ながめ</b> は さいこう です	The view from here is fantastic.	0	ながめ	0
5682	同封	enclosure	手紙に写真が<b>同封</b>されていたよ。	てがみ に しゃしん が <b>どうふう</b> されて いた よ	A photograph was enclosed with the letter.	0	どうふう	0
5683	封	"seal, sealing"	手紙に<b>封</b>をしたよ。	てがみ に <b>ふう</b> を した よ	I sealed the letter.	0	ふう	0
5684	呼び掛ける	"call to, appeal to"	友人達に協力を<b>呼び掛けた</b>の。	ゆうじんたち に きょうりょく を <b>よびかけた</b> の	I asked some friends for their cooperation.	0	よびかける	0
5685	引っ掛かる	"be caught, be trapped"	魚の骨がのどに<b>引っ掛かった</b>。	さかな の ほね が のど に <b>ひっかかった</b>	A fish bone got caught in my throat.	0	ひっかかる	0
5686	話し掛ける	"address someone, speak to someone"	知らない人が<b>話し掛けてきた</b>。	しらない ひと が <b>はなしかけて きた</b>	A stranger came up and spoke to me.	0	はなしかける	0
5687	通り掛かる	happen to pass by	その店を<b>通り掛かったら</b>バーゲンをやっていた。	その みせ を <b>とおりかかったら</b> ばーげん を やっていた 。	When I happened to pass the shop they were having a sale.	0	とおりかかる	0
5688	引っ掛ける	hook on	その選手はハードルに足を<b>引っ掛けた</b>んだ。	その せんしゅ は はーどる に あし を <b>ひっかけた</b> ん だ	The athlete caught his foot on the hurdle.	0	ひっかける	0
5689	まとめ	summary	論文の<b>まとめ</b>を書いています。	ろんぶん の <b>まとめ</b> を かいています 。	I'm writing a summary of the article.	0	まとめ	0
5690	寄り掛かる	lean against something	彼はフェンスに<b>寄り掛かった</b>の。	かれ は ふぇんす に <b>よりかかった</b> の 。	He leant against the fence.	0	よりかかる	0
5691	措置	"measure, step"	被災者を救うための特別な<b>措置</b>が取られました。	ひさいしゃ を すくう ため の とくべつ な <b>そち</b> が とられました	Special measures were taken to help the disaster vicitims.	0	そち	0
5692	拝見	humbly look at or see	あなたの著書を<b>拝見</b>しました。	あなた の ちょしょ を <b>はいけん</b> しました	I read your book.	0	はいけん	0
5693	控える	"hold back, show moderation"	最近甘いものを<b>控えています</b>。	さいきん あまい もの を <b>ひかえて います</b>	I'm refraining from eating sweets these days.	0	ひかえる	0
5694	控え室	waiting room	ここはお客様用の<b>控え室</b>です。	ここ は おきゃくさま よう の <b>ひかえしつ</b> です 。	This is a waiting room for guests.	0	ひかえしつ	0
5695	まね	"imitation, mimicry"	娘はよく私の<b>まね</b>をします。	むすめ は よく わたし の <b>まね</b> を します	My daughter often copies me.	0	まね	0
5696	握り締める	"squeeze, grip"	彼は両手を<b>握り締めた</b>の。	かれ は りょうて を <b>にぎりしめた</b> の	He clenched his fists.	0	にぎりしめる	0
5697	揃う	be (all) together	朝は家族全員が<b>揃って</b>食事します。	あさ は かぞく ぜんいん が <b>そろって</b> しょくじ します	The whole family eats together in the morning.	0	そろう	0
5698	揃える	"align, make uniform"	花は長さを<b>揃えて</b>花瓶にさしましょう。	はな は ながさ を <b>そろえて</b> かびん に さしましょう	Cut the flowers the same length and stand them in the vase.	0	そろえる	0
5699	出迎え	"meeting, receiving"	空港へ彼女を<b>出迎え</b>に行きました。	くうこう へ かのじょ を <b>でむかえ</b> に いきました	I went to the airport to pick her up.	0	でむかえ	0
5700	迎え	"greeting, meeting"	駅まで<b>迎え</b>に来て下さい。	えき まで <b>むかえ</b> に きて ください	Please come pick me up at the station.	0	むかえ	0
5701	まねる	"imitate, mimic"	私の動きを<b>まねて</b>ください。	わたし の うごき を <b>まねて</b> ください	Please imitate my movements.	0	まねる	0
5702	遂げる	"accomplish, achieve"	この会社は急成長を<b>遂げました</b>。	この かいしゃ は きゅうせいちょう を <b>とげました</b>	This company has achieved rapid growth.	0	とげる	0
5703	巡る	"go round, circulate"	明日から温泉を<b>巡る</b>旅に出ます。	あした から おんせん を <b>めぐる</b> たび に でます	I'm going on a tour of hot springs tomorrow.	0	めぐる	0
5704	待遇	"treatment, pay"	社員たちは<b>待遇</b>の改善を要求している。	しゃいんたち は <b>たいぐう</b> の かいぜん を ようきゅう して いる	Employees are demanding improved working conditions.	0	たいぐう	0
5705	俳句	haiku	「さくら」という言葉を使って<b>俳句</b>を書いたよ。	「さくら」 という ことば を つかって <b>はいく</b> を かいた よ	"I composed a haiku poem using the word """"sakura."""""	0	はいく	0
5706	俳優	"actor, actress"	彼は<b>俳優</b>です。	かれ は <b>はいゆう</b> です	He's an actor.	0	はいゆう	0
5707	敏感	sensitive	彼女は流行に<b>敏感</b>だね。	かのじょ は りゅうこう に <b>びんかん</b> だ ね	She's sensitive to the latest trends.	0	びんかん	0
5708	まぶた	eyelid	眠くて<b>まぶた</b>が重くなってきた。	ねむくて <b>まぶた</b> が おもく なってきた 。	I'm sleepy and my eyelids have gotten heavy.	0	まぶた	0
5709	倣う	"copy, follow an example"	この街はロンドンに<b>倣って</b>作られました。	この まち は ろんどん に <b>ならって</b> つくられました	This town was built to look like London.	0	ならう	0
5710	寮	"dormitory, lodging house"	彼は会社の<b>寮</b>に住んでいます。	かれ は かいしゃ の <b>りょう</b> に すんで います	He lives in the company dormitory.	0	りょう	0
5711	偏見	"prejudice, biased view"	彼は世の中の<b>偏見</b>と戦ったんだ。	かれ は よのなか の <b>へんけん</b> と たたかった ん だ	He fought against prejudice in the world.	0	へんけん	0
